id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,4.773471573571442e-07,6.367036462506803e-07,1.9428414432809404e-08,1.0574655734396643e-10,4.516796980169602e-05,1.7606776037126792e-09,0.00020606795442290604,1.522862817182613e-06,3.0127054628792393e-08,0.0011511662742123008,0.039803795516490936,0.45290693640708923,6.662621308350936e-05,0.4951283931732178,0.0007648149621672928,4.523058123595547e-07,2.856073024304351e-06,3.9184610614029225e-06,1.6155306070686493e-07,1.3435138157547044e-07,1.193511025121552e-06,1.070037683348346e-06,3.350891120135202e-09,0.0031174018513411283,0.0011774256126955152,7.611899377479858e-08,2.475922883604653e-06,7.460612572174341e-09,1.746920830214549e-08,3.684600624609402e-09,2.741244315984659e-05,6.598692561965436e-05,1.4883104995533358e-05,1.9276555462965916e-07,4.6253344976321387e-07,5.7663758212811445e-09,0.0009145794319920242,0.0008739997865632176,0.0002284248184878379,6.5080683953056e-07,5.894878540857462e-07,1.0366905112135782e-09,0.0001273037923965603,9.755704013514332e-06,3.065006967517547e-05,0.0014917983207851648,1.5278776118066162e-05,1.8262934275981024e-08,1.3903388662583893e-07,6.250741080293665e-08,3.62337160275672e-10,8.92657699296251e-05,0.00014022961840964854,2.412084768366185e-06,1.2778051541317836e-06,1.5586355317509515e-08,6.091022441978566e-07,2.857186709448456e-10,0.0015745410928502679,6.524986929434817e-06,6.00083609469948e-08
3126,0.0001702723529888317,9.261449304176494e-05,8.777285984251648e-05,0.000458388909464702,7.712802471360192e-05,0.0003810349735431373,2.5500382889731554e-06,6.132292764959857e-05,5.901257281948347e-06,1.5093502952367999e-05,3.0697906368004624e-06,2.4292285161209293e-06,4.03324484921086e-08,1.8208053234047838e-06,6.560904921570909e-07,0.0001196146258735098,5.5647058616159484e-05,2.2806107153883204e-05,0.00011642979370662943,7.831373295630328e-06,2.5436145733692683e-05,0.00012141295883338898,0.0003911241365130991,0.00015246309340000153,3.6788237594009843e-06,0.00018937165441457182,0.9944173693656921,0.00026740870089270175,3.040085871930387e-08,4.676035700867942e-07,5.624240293400362e-05,5.7217075664084405e-06,3.698095679283142e-05,0.0002989725908264518,1.176945079350844e-05,0.00033552301465533674,0.00010702221334213391,6.226764526218176e-06,2.3728121050226036e-06,3.9759737546773977e-07,0.000629251473583281,0.00013060131459496915,0.00010639260290190578,8.92615662451135e-06,4.500139766605571e-06,2.3649001832382055e-06,1.2218741176184267e-05,2.0229952497174963e-05,7.853928400436416e-05,0.00035077653592452407,0.00012180185876786709,5.326402970240451e-06,3.764131975003693e-07,0.00013769883662462234,3.833226946881041e-05,9.044965554494411e-05,2.5397985154995695e-05,2.9707287467317656e-05,1.563981982144469e-06,8.875146886566654e-05,4.433955382410204e-06
3127,0.00016940958448685706,0.004652711562812328,1.918484429097589e-07,5.3997627702528916e-08,3.103552899119677e-06,3.7734412217105273e-06,0.018962785601615906,3.139371301585925e-06,2.5027493393281475e-06,9.301076602241665e-07,0.00011386631376808509,1.615156179468613e-05,4.276751042198157e-06,0.0017992963548749685,0.010539861395955086,0.0001839889446273446,0.0001360309252049774,1.1569831258384511e-05,6.203028988238657e-06,2.2867693587613758e-06,2.9353668651310727e-05,1.4802901205257513e-05,2.023925693706019e-09,3.076719440286979e-05,0.00010956767073366791,3.04869786305062e-06,5.248570232652128e-05,1.1671975244098576e-06,6.533878718073538e-07,0.0008291510748676956,3.599519402541773e-07,2.128568894477212e-06,0.0003766699810512364,0.0038586012087762356,0.0007373039843514562,2.3645479529932345e-07,0.000723365054000169,0.025076910853385925,0.0005810018046759069,7.718923006905243e-05,2.1935664335615e-05,2.2158678802952636e-06,0.015637483447790146,0.04932509362697601,0.0028348814230412245,0.8591628074645996,0.0001725035544950515,5.8860772696789354e-05,2.2189426090335473e-05,2.1393369024735875e-05,4.873964787321938e-09,2.0762679469044087e-06,6.700666972392355e-07,1.2816692560591036e-06,3.775687946472317e-05,4.82435567050743e-08,8.47756746225059e-05,6.845420674750358e-09,4.8268568207276985e-05,0.0007467929972335696,0.0027020599227398634
3128,0.0003089953388553113,5.418552063929383e-06,7.248083420563489e-05,1.2427543879311997e-05,2.842973799488391e-06,5.767836046288721e-05,2.360665803280426e-06,8.255153079517186e-05,0.000611690164078027,1.2397244063322432e-05,7.497021579183638e-05,5.419346962298732e-06,4.116453169444867e-07,4.658305385873973e-07,8.072563105088193e-06,8.224677731050178e-05,2.2350352537614526e-06,1.0176104296988342e-06,1.18019283945614e-06,1.642918846300745e-06,2.112712536472827e-06,4.4998887460678816e-05,3.863261554215569e-06,1.663692091824487e-05,0.00016334361862391233,2.9162620194256306e-06,0.9845905303955078,1.0011865015258081e-05,3.7015456655353773e-06,3.095165448030457e-05,2.1576881408691406e-05,1.0741865708041587e-06,0.0006367484456859529,3.4179549857071834e-06,2.5006272608152358e-06,3.0192308258847333e-05,0.00022991180594544858,9.204642879012681e-07,9.796587619348429e-06,4.031625451261789e-07,2.80500194094202e-06,9.421122513231239e-07,3.841969828499714e-06,1.6079062334029004e-05,2.212658364442177e-05,6.803240103181452e-05,1.6602728010184364e-06,5.1221995818195865e-05,0.001775745884515345,0.006016234401613474,0.00027111844974569976,1.07177493191557e-05,7.112815183063503e-06,3.940363512811018e-06,6.604351074201986e-05,8.381573024962563e-06,1.120672891374852e-06,8.931829142966308e-06,3.914529315807158e-06,4.095088570466032e-06,0.004503792617470026
3129,0.001609427621588111,4.176119909971021e-05,7.425227522617206e-06,0.00017330418631900102,0.00040049973176792264,9.172994396067224e-06,1.0660096450010315e-06,2.0463041892071487e-06,3.133594191240263e-06,3.213642776245251e-05,7.80884329287801e-06,2.1547475625993684e-06,3.4794706493812555e-07,8.854256350332435e-08,5.9604567468340974e-06,8.541567513020709e-05,2.752769796643406e-05,3.7725221773143858e-06,5.726378731196746e-05,1.460697376387543e-06,1.5637679098290391e-06,3.523522082105046e-06,6.814453809056431e-05,2.585189122328302e-06,4.238585461280309e-05,3.4358599805273116e-06,0.994030773639679,5.673423970620206e-07,1.6708162320355768e-07,6.70920826451038e-07,1.9849700038321316e-05,2.9817647373420186e-06,6.275915802689269e-05,6.815676169935614e-05,0.0004879282205365598,4.192764663457638e-06,7.513659511459991e-06,7.538698554299117e-08,1.6225249055423774e-05,1.0893820217461325e-05,7.756434570183046e-07,3.077859219047241e-06,2.259349093947094e-05,1.1577924851735588e-05,6.693913690014597e-08,4.678334448726673e-07,3.624844339356059e-06,3.95013194065541e-06,0.00011548322072485462,0.00012714331387542188,0.0001524934486951679,8.374144044864806e-07,1.7322838630207116e-06,1.1286694643786177e-05,1.3947964134786162e-06,2.0868455976597033e-06,4.227861722938542e-07,0.0008933578501455486,0.00013803881302010268,2.0098823370062746e-06,0.0012013510568067431
3130,0.0008776244940236211,3.0859057005727664e-05,3.8072134884714615e-06,6.805543671362102e-05,4.676445257700834e-07,1.389395310980035e-05,2.264200929857907e-06,4.26836504630046e-06,2.701709718166967e-06,1.1064457794418558e-06,1.780449792931904e-06,6.800645735438593e-08,3.858215222862782e-07,5.131186142648403e-09,2.488694235580624e-06,2.37720141740283e-05,6.147413387225242e-07,8.838791245580069e-07,4.443850798452331e-07,4.001818467713747e-07,6.232507132608589e-08,1.1639484000625089e-05,5.077719720247842e-07,7.721721999587317e-07,1.5837706087040715e-05,4.072844603797421e-07,0.9908053278923035,1.049093043548055e-05,6.409505886040279e-07,3.6484154406934977e-05,3.0249723295128206e-06,4.978988954462693e-07,0.00016024315846152604,7.741460285615176e-05,1.2970936950296164e-05,6.418473731173435e-06,2.0855011825915426e-05,1.8859995520870143e-07,1.1740979061869439e-05,1.617148313926009e-06,4.421099220053293e-07,1.598564494997845e-06,3.6304488730820594e-06,4.077161975146737e-06,1.585371904866406e-07,1.0594595778457006e-06,4.2338984940215596e-07,0.0002054169017355889,0.0008861725218594074,0.0012522441102191806,7.8027238487266e-05,4.454203406112356e-07,2.973276309603534e-07,3.8720571637895773e-07,2.4891309294616804e-05,4.3327068510734534e-07,3.713471414812375e-07,1.8040429949905956e-06,9.466287451687094e-07,1.098736674975953e-06,0.005322933197021484
3131,0.0021235139574855566,0.0002672846312634647,0.00021653910516761243,0.0011795811587944627,0.00022172709577716887,2.1437972463900223e-05,6.029899850545917e-06,4.182857082923874e-05,3.439864030951867e-06,5.124418385094032e-05,6.427514563256409e-06,8.299759315377742e-07,3.5670117881636543e-07,9.569558869770844e-07,1.1481379260658287e-06,5.953114668955095e-05,0.001533441012725234,5.348546619643457e-05,0.0001784192572813481,6.927114554855507e-06,1.5872501535341144e-06,1.018769671645714e-05,0.005186898168176413,5.075915760244243e-05,0.00011113876098534092,2.951177884824574e-05,0.9366136789321899,9.818152466323227e-05,1.5218208915257492e-08,2.3474822228308767e-06,0.0001675956737017259,1.3002711057197303e-05,3.122525959042832e-05,0.0007499113562516868,0.001667026779614389,2.5850027668639086e-05,7.752269993943628e-06,2.04549678528565e-06,1.273474936169805e-05,1.1928243566217134e-06,0.0002156421251129359,0.00011018531949957833,0.00016912270803004503,2.735443922574632e-05,6.856881213934685e-07,6.863109547339263e-07,8.952136340667494e-06,2.3851160221965984e-05,7.008395186858252e-05,0.00010643193672876805,0.0007546572014689445,6.318960572571086e-07,9.045423325915181e-07,0.00020984599541407079,9.876925105345435e-06,9.225042049365584e-06,4.471637112146709e-06,0.047306500375270844,0.00013316301919985563,8.548307050659787e-06,7.234232180053368e-05
3132,5.6185432185884565e-05,0.01438341848552227,2.002580288262834e-07,2.9962080816403613e-08,3.101265610894188e-05,1.6601723018538905e-07,1.847329804149922e-05,1.978970203708741e-06,5.0986905364425184e-08,2.3337229038133955e-07,1.3601855926026474e-06,2.3391598915623035e-06,1.5798431007851832e-08,4.671971328207292e-05,3.0467745659734646e-08,3.932488652935717e-06,0.9785457849502563,0.00019123282982036471,8.478056770400144e-06,7.844883498364652e-08,8.314529509334534e-08,1.9133817374950013e-07,3.4078516364388634e-07,6.470132120739436e-06,2.5538884074194357e-05,6.83459347783355e-06,0.00011285871732980013,9.906058949127328e-06,4.422083532684695e-10,5.361879630072508e-06,0.0002183171163778752,1.0713085430325009e-05,4.886556439487322e-07,0.0038032568991184235,0.00038022076478227973,2.8616386771318503e-07,1.05443587017362e-06,0.001490799942985177,5.665023763867794e-06,4.7382350487623626e-08,0.000427306309575215,4.0925760913523845e-06,9.21530372579582e-05,1.1918380096176406e-06,2.755607511062408e-06,3.5248216590844095e-05,4.272528258297825e-06,6.120025318523403e-06,9.532591320748907e-07,3.626234246212334e-08,3.161882489166601e-08,5.295484939438211e-09,1.2075571653724637e-09,6.97535028848506e-07,4.7518637984467205e-06,4.084836024986771e-09,4.517642992141191e-06,2.613501601445023e-05,3.943384399462957e-06,1.4465016647591256e-05,1.062817545971484e-06
3133,1.331052601472038e-07,1.650390970553417e-07,1.340316373443784e-07,1.0593153021432045e-08,2.9451877026076545e-07,9.294011533711455e-07,1.403517302378532e-10,5.286112809699262e-07,0.9768254160881042,5.21376986029054e-09,2.3395939933834597e-05,4.235375854477752e-06,8.54058868071661e-09,1.7958507569915128e-08,1.679278582855659e-08,1.4013360214448767e-06,1.2385144021465067e-09,6.545270991864527e-08,9.434892689341723e-08,7.060484676912893e-07,3.55419069819618e-06,3.1674244382884353e-06,4.201684000726402e-10,2.411831587778579e-07,1.727680256635722e-07,1.3439921531244181e-06,0.009710432961583138,6.04654815106187e-07,0.012284611351788044,2.326463618373964e-05,4.847872787649976e-07,3.341475363072277e-08,0.00010999427468050271,3.5481523275038285e-10,1.2333357668481426e-09,3.229479625588283e-05,1.508874265709892e-05,1.3491802119958152e-09,4.233218664495553e-09,1.4737975284617733e-08,2.165173782486818e-06,4.072544612654383e-08,1.0747882583928003e-09,3.2765879609542026e-07,2.7001407943316735e-05,2.4326313905476127e-06,6.26152427685156e-07,5.717671456295648e-07,0.0005716237938031554,4.1000796045409516e-05,0.0002829860895872116,2.0801912796741817e-06,2.9962546221895536e-08,6.088249016045211e-09,4.084452882580081e-07,4.1241378312406596e-08,6.573047528490861e-08,1.3748567562199554e-10,7.480883967847518e-11,1.6485382730024867e-06,2.4182296328945085e-05
3134,0.00013252363714855164,0.00019850375247187912,1.5803763631083712e-07,2.3889375810881575e-08,1.0156438190467298e-10,4.455877056219748e-10,0.5243070721626282,3.0867380473864614e-07,1.852624165188388e-09,1.0792003877213574e-06,2.3129752335648845e-08,1.3603790982585906e-08,1.2875382537913538e-07,8.061451808316633e-07,7.789291771587159e-07,5.939681386735174e-07,7.909553900731225e-09,1.6121666135404666e-07,2.7836755123189505e-10,1.1297767166240646e-09,8.408376217516889e-09,1.4044821909919847e-05,4.11513427500676e-11,3.2692881291040976e-08,6.764079962806591e-09,5.952156989508239e-09,7.760281732771546e-07,0.0022369215730577707,3.16863797422684e-08,4.345133856986649e-05,3.5841972589878424e-07,5.212853011471452e-06,1.5313293260987848e-05,3.344078095324221e-06,2.101763207917884e-08,1.2667482174322231e-08,0.00011538530088728294,0.0046582832001149654,5.5943521147128195e-05,3.5999150895804632e-06,2.857108256648644e-07,2.5050081453592554e-10,8.942500926423236e-07,2.8054469112248626e-06,3.7592613466586045e-07,6.136883166618645e-05,5.9075308200817744e-08,0.4680374264717102,1.9280454580439255e-05,9.277707249566447e-06,2.8035500587719753e-09,3.564771873243444e-07,8.97719232284544e-08,1.6891203813429456e-07,7.20787065802142e-05,3.5067859727178075e-09,2.3235391211073875e-07,4.567095399782284e-13,3.535017278899488e-10,4.085287912403146e-07,6.489736392722989e-08
